18-05-21,198
18-05-21,134
19-05-21,380
19-05-21,600
19-05-21,640
30-05-21,175
01-06-21,40
02-06-21,500
08-06-21,60
08-06-21,220
10-06-21,800
11-06-21,400
12/60/2021,400
12-06-21,340
12-06-21,400
12-06-21,340
12-06-21,400
19-06-21,340
13-06-21,380
13-02-21,580
15-06-21,350
,
,
,
,
,
,
